DP_X,DP_Y,Baseline_X,Baseline_Y,Fit_X,Fit_Y,NDH_X,NDH_Y
14.25,0.000868,,,,,,
14.266667,0.000938,,,,,,
14.283333,0.000989,,,,,,
14.3,0.00095,,,,,,
14.316667,0.000931,,,,,,
14.333333,0.000991,,,,,,
14.35,0.001052,,,,,,
14.366667,0.001093,,,,,,
14.383333,0.001174,,,,,,
14.4,0.001184,,,,,,
14.416667,0.001215,,,,,,
14.433333,0.001126,,,,,,
14.45,0.001056,,,,,,
14.466667,0.001127,,,,,,
14.483333,0.001318,,,,,,
14.5,0.001448,,,,,,
14.516667,0.001668,,,,,,
14.533333,0.001779,,,,,,
14.55,0.001759,,,,,,
14.566667,0.001819,,,,,,
14.583333,0.001999,,,,,,
14.6,0.00216,,,,,,
14.616667,0.00242,,,,,,
14.633333,0.0026,,,,,,
14.65,0.00272,,,,,,
14.666667,0.00297,,,,,,
14.683333,0.003221,,,,,,
14.7,0.003511,,,,,,
14.716667,0.003271,,,,,,
14.733333,0.003051,,,,,,
14.75,0.002901,,,,,,
14.766667,0.002882,,,,,,
14.783333,0.002932,,,,,,
14.8,0.002712,,,,,,
14.816667,0.002592,,,,,,
14.833333,0.002393,,,,,,
14.85,0.002313,,,,,,
14.866667,0.001903,,,,,,
14.883333,0.001623,,,,,,
14.9,0.001453,,,,,,
14.916667,0.001214,,,,,,
14.933333,0.001024,,,,,,
14.95,0.000824,,,,,,
14.966667,0.000534,,,,,,
14.983333,0.000005,,,,,,
15,-0.000425,,,,,,
15.016667,-0.000405,,,,,,
15.033333,-0.000305,,,,,,
15.05,-0.000255,,,,,,
15.066667,-0.000325,,,,,,
15.083333,-0.000475,,,,,,
15.1,-0.000465,,,,,,
15.116667,-0.000365,,,,,,
15.133333,-0.000225,,,,,,
15.15,-0.000035,,,,,,
15.166667,0.000004,,,,,,
15.183333,-0.000166,,,,,,
15.2,-0.000336,,,,,,
15.216667,-0.000206,,,,,,
15.233333,-0.000176,,,,,,
15.25,-0.000096,,,,,,
15.266667,0.000094,,,,,,
15.283333,0.000354,,,,,,
15.3,0.000504,,,,,,
15.316667,0.000364,,,,,,
15.333333,0.000284,,,,,,
15.35,0.000334,,,,,,
15.366667,0.000254,,,,,,
15.383333,0.000254,,,,,,
15.4,0.000274,,,,,,
15.416667,0.000244,,,,,,
15.433333,0.000124,,,,,,
15.45,0.000104,,,,,,
15.466667,0.000134,,,,,,
15.483333,0.000184,,,,,,
15.5,0.000204,,,,,,
15.516667,0.000184,,,,,,
