DP_X,DP_Y,Baseline_X,Baseline_Y,Fit_X,Fit_Y,NDH_X,NDH_Y
1.55,-0.00017,,,,,,
1.566667,-0.000145,,,,,,
1.583333,-0.00026,,,,,,
1.6,-0.000136,,,,,,
1.616667,0.000049,,,,,,
1.633333,0.000015,,,,,,
1.65,-0.000019,,,,,,
1.666667,-0.000024,,,,,,
1.683333,-0.000018,,,,,,
1.7,-0.000112,,,,,,
1.716667,0.000214,,,,,,
1.733333,0.00037,,,,,,
1.75,0.000206,,,,,,
1.766667,0.000252,,,,,,
1.783333,0.000218,,,,,,
1.8,0.000293,,,,,,
1.816667,0.000619,,,,,,
1.833333,0.000855,,,,,,
1.85,0.000801,,,,,,
1.866667,0.000587,,,,,,
1.883333,0.000423,,,,,,
1.9,0.000399,,,,,,
1.916667,0.000144,,,,,,
1.933333,0.00045,,,,,,
1.95,0.000486,,,,,,
1.966667,0.000322,,,,,,
1.983333,0.000338,,,,,,
2,0.000034,,,,,,
2.016667,-0.00027,,,,,,
2.033333,-0.000134,,,,,,
2.05,-0.000099,,,,,,
2.066667,0.000057,,,,,,
2.083333,0.000403,,,,,,
2.1,0.000379,,,,,,
2.116667,0.000075,,,,,,
2.133333,0.000071,,,,,,
2.15,0.000196,,,,,,
2.166667,0.000441,,,,,,
2.183333,0.000707,,,,,,
2.2,0.000702,,,,,,
2.216667,0.000517,,,,,,
2.233333,0.000412,,,,,,
2.25,0.000458,,,,,,
2.266667,0.000653,,,,,,
2.283333,0.000718,,,,,,
2.3,0.000473,,,,,,
2.316667,0.000289,,,,,,
2.333333,0.000154,,,,,,
2.35,0.000289,,,,,,
2.366667,0.000364,,,,,,
2.383333,0.00028,,,,,,
2.4,0.000055,,,,,,
2.416667,-0.00005,,,,,,
2.433333,-0.000325,,,,,,
2.45,-0.00075,,,,,,
2.466667,-0.000734,,,,,,
2.483333,-0.000559,,,,,,
2.5,-0.000714,,,,,,
2.516667,-0.000889,,,,,,
2.533333,-0.000943,,,,,,
2.55,-0.000768,,,,,,
2.566667,-0.001053,,,,,,
2.583333,-0.001328,,,,,,
2.6,-0.001532,,,,,,
2.616667,-0.001457,,,,,,
2.633333,-0.001192,,,,,,
2.65,-0.000887,,,,,,
2.666667,-0.000774,,,,,,
2.683333,-0.000952,,,,,,
2.7,-0.00108,,,,,,
2.716667,-0.001068,,,,,,
2.733333,-0.001066,,,,,,
2.75,-0.001164,,,,,,
2.766667,-0.000932,,,,,,
2.783333,-0.00064,,,,,,
2.8,-0.000438,,,,,,
2.816667,-0.000236,,,,,,
2.833333,-0.000344,,,,,,
2.85,-0.000432,,,,,,
2.866667,-0.00008,,,,,,
2.883333,0.000282,,,,,,
2.9,0.000394,,,,,,
2.916667,0.000676,,,,,,
2.933333,0.000798,,,,,,
2.95,0.00124,,,,,,
2.966667,0.001332,,,,,,
2.983333,0.001004,,,,,,
3,0.000887,,,,,,
3.016667,0.002409,,,,,,
3.033333,0.004141,,,,,,
3.05,0.004303,,,,,,
3.066667,0.001055,,,,,,
3.083333,-0.007783,,,,,,
3.1,-0.015021,,,,,,
3.116667,-0.024539,,,,,,
3.133333,-0.033977,,,,,,
3.15,-0.047135,,,,,,
3.166667,-0.063753,,,,,,
3.183333,-0.077324,,,,,,
3.2,-0.088365,,,,,,
3.216667,-0.101397,,,,,,
3.233333,-0.112538,,,,,,
3.25,-0.124569,,,,,,
3.266667,-0.13681,,,,,,
3.283333,-0.147081,,,,,,
3.3,-0.153202,,,,,,
3.316667,-0.158364,,,,,,
3.333333,-0.165005,,,,,,
3.35,-0.168926,,,,,,
3.366667,-0.176047,,,,,,
3.383333,-0.179728,,,,,,
3.4,-0.186629,,,,,,
3.416667,-0.190551,,,,,,
3.433333,-0.197082,,,,,,
3.45,-0.204963,,,,,,
3.466667,-0.204964,,,,,,
3.483333,-0.209205,,,,,,
3.5,-0.213586,,,,,,
3.516667,-0.214968,,,,,,
3.533333,-0.219809,,,,,,
3.55,-0.22223,,,,,,
3.566667,-0.227371,,,,,,
3.583333,-0.231702,,,,,,
3.6,-0.230653,,,,,,
3.616667,-0.232025,,,,,,
3.633333,-0.234646,,,,,,
3.65,-0.236867,,,,,,
3.666667,-0.240798,,,,,,
3.683333,-0.24104,,,,,,
3.7,-0.241364,,,,,,
3.716667,-0.242038,,,,,,
3.733333,-0.243622,,,,,,
3.75,-0.244116,,,,,,
3.766667,-0.244021,,,,,,
3.783333,-0.244525,,,,,,
3.8,-0.246799,,,,,,
3.816667,-0.250223,,,,,,
3.833333,-0.251357,,,,,,
3.85,-0.251492,,,,,,
3.866667,-0.248906,,,,,,
3.883333,-0.24822,,,,,,
3.9,-0.248674,,,,,,
3.916667,-0.251248,,,,,,
3.933333,-0.254852,,,,,,
3.95,-0.255087,,,,,,
3.966667,-0.250741,,,,,,
3.983333,-0.256025,,,,,,
4,-0.253609,,,,,,
4.016667,-0.252453,,,,,,
4.033333,-0.255828,,,,,,
4.05,-0.255942,,,,,,
4.066667,-0.257596,,,,,,
4.083333,-0.25537,,,,,,
4.1,-0.252674,,,,,,
4.116667,-0.255068,,,,,,
4.133333,-0.257613,,,,,,
4.15,-0.256487,,,,,,
4.166667,-0.259201,,,,,,
4.183333,-0.256625,,,,,,
4.2,-0.25748,,,,,,
4.216667,-0.258037,,,,,,
4.233333,-0.255574,,,,,,
4.25,-0.254812,,,,,,
4.266667,-0.254929,,,,,,
4.283333,-0.252906,,,,,,
4.3,-0.253853,,,,,,
4.316667,-0.25368,,,,,,
4.333333,-0.254167,,,,,,
4.35,-0.257494,,,,,,
4.366667,-0.253431,,,,,,
4.383333,-0.254478,,,,,,
4.4,-0.254685,,,,,,
4.416667,-0.252192,,,,,,
4.433333,-0.255459,,,,,,
4.45,-0.255736,,,,,,
4.466667,-0.258043,,,,,,
4.483333,-0.25832,,,,,,
4.5,-0.257658,,,,,,
4.516667,-0.255975,,,,,,
4.533333,-0.254372,,,,,,
4.55,-0.255769,,,,,,
4.566667,-0.256386,,,,,,
4.583333,-0.254093,,,,,,
4.6,-0.25277,,,,,,
4.616667,-0.251727,,,,,,
4.633333,-0.250304,,,,,,
4.65,-0.252811,,,,,,
4.666667,-0.252718,,,,,,
4.683333,-0.254295,,,,,,
4.7,-0.250742,,,,,,
4.716667,-0.251281,,,,,,
4.733333,-0.251801,,,,,,
4.75,-0.25174,,,,,,
4.766667,-0.25234,,,,,,
4.783333,-0.25396,,,,,,
4.8,-0.25658,,,,,,
4.816667,-0.25439,,,,,,
4.833333,-0.25444,,,,,,
4.85,-0.256899,,,,,,
4.866667,-0.251709,,,,,,
4.883333,-0.247979,,,,,,
4.9,-0.253269,,,,,,
4.916667,-0.248399,,,,,,
4.933333,-0.248558,,,,,,
4.95,-0.245508,,,,,,
4.966667,-0.245798,,,,,,
4.983333,-0.245598,,,,,,
5,-0.245258,,,,,,
5.016667,-0.243548,,,,,,
5.033333,-0.243497,,,,,,
5.05,-0.245087,,,,,,
5.066667,-0.246607,,,,,,
5.083333,-0.247547,,,,,,
5.1,-0.245157,,,,,,
5.116667,-0.243156,,,,,,
5.133333,-0.242696,,,,,,
5.15,-0.243076,,,,,,
5.166667,-0.245306,,,,,,
5.183333,-0.245006,,,,,,
5.2,-0.241616,,,,,,
5.216667,-0.237115,,,,,,
5.233333,-0.241867,,,,,,
5.25,-0.236809,,,,,,
5.266667,-0.240062,,,,,,
5.283333,-0.239744,,,,,,
5.3,-0.237897,,,,,,
5.316667,-0.235999,,,,,,
5.333333,-0.234932,,,,,,
5.35,-0.237234,,,,,,
5.366667,-0.236476,,,,,,
5.383333,-0.235349,,,,,,
5.4,-0.235171,,,,,,
5.416667,-0.239244,,,,,,
5.433333,-0.234996,,,,,,
5.45,-0.236909,,,,,,
5.466667,-0.234761,,,,,,
5.483333,-0.235414,,,,,,
5.5,-0.235196,,,,,,
5.516667,-0.232448,,,,,,
5.533333,-0.232371,,,,,,
5.55,-0.230113,,,,,,
5.566667,-0.227816,,,,,,
5.583333,-0.227698,,,,,,
5.6,-0.227121,,,,,,
5.616667,-0.226073,,,,,,
5.633333,-0.226316,,,,,,
5.65,-0.227448,,,,,,
5.666667,-0.22706,,,,,,
5.683333,-0.227213,,,,,,
5.7,-0.225295,,,,,,
5.716667,-0.222888,,,,,,
5.733333,-0.22278,,,,,,
5.75,-0.222825,,,,,,
5.766667,-0.22175,,,,,,
5.783333,-0.220985,,,,,,
5.8,-0.221969,,,,,,
5.816667,-0.221644,,,,,,
5.833333,-0.217629,,,,,,
5.85,-0.217624,,,,,,
5.866667,-0.219469,,,,,,
5.883333,-0.217964,,,,,,
5.9,-0.216249,,,,,,
5.916667,-0.216184,,,,,,
5.933333,-0.217939,,,,,,
5.95,-0.215704,,,,,,
5.966667,-0.214039,,,,,,
5.983333,-0.212434,,,,,,
6,-0.213009,,,,,,
6.016667,-0.212614,,,,,,
6.033333,-0.214588,,,,,,
6.05,-0.210803,,,,,,
6.066667,-0.209808,,,,,,
6.083333,-0.211203,,,,,,
6.1,-0.211138,,,,,,
6.116667,-0.212353,,,,,,
6.133333,-0.207448,,,,,,
6.15,-0.205013,,,,,,
6.166667,-0.200608,,,,,,
6.183333,-0.201363,,,,,,
6.2,-0.201928,,,,,,
6.216667,-0.202543,,,,,,
6.233333,-0.204428,,,,,,
6.25,-0.201803,,,,,,
6.266667,-0.19883,,,,,,
6.283333,-0.196037,,,,,,
6.3,-0.194284,,,,,,
6.316667,-0.193532,,,,,,
6.333333,-0.194709,,,,,,
6.35,-0.195926,,,,,,
6.366667,-0.195174,,,,,,
6.383333,-0.194261,,,,,,
6.4,-0.188948,,,,,,
6.416667,-0.188545,,,,,,
6.433333,-0.190983,,,,,,
6.45,-0.18535,,,,,,
6.466667,-0.185267,,,,,,
6.483333,-0.185134,,,,,,
6.5,-0.182682,,,,,,
6.516667,-0.182069,,,,,,
6.533333,-0.184216,,,,,,
6.55,-0.183284,,,,,,
6.566667,-0.181461,,,,,,
6.583333,-0.179768,,,,,,
6.6,-0.178345,,,,,,
6.616667,-0.175453,,,,,,
6.633333,-0.17676,,,,,,
6.65,-0.175557,,,,,,
6.666667,-0.177265,,,,,,
6.683333,-0.172972,,,,,,
6.7,-0.173379,,,,,,
6.716667,-0.173386,,,,,,
6.733333,-0.169434,,,,,,
6.75,-0.166931,,,,,,
6.766667,-0.161599,,,,,,
6.783333,-0.162608,,,,,,
6.8,-0.163638,,,,,,
6.816667,-0.160867,,,,,,
6.833333,-0.160907,,,,,,
6.85,-0.161916,,,,,,
6.866667,-0.161276,,,,,,
6.883333,-0.159825,,,,,,
6.9,-0.158035,,,,,,
6.916667,-0.155374,,,,,,
6.933333,-0.157144,,,,,,
6.95,-0.157993,,,,,,
6.966667,-0.154173,,,,,,
6.983333,-0.150132,,,,,,
7,-0.152832,,,,,,
7.016667,-0.153661,,,,,,
7.033333,-0.152811,,,,,,
7.05,-0.15072,,,,,,
7.066667,-0.14756,,,,,,
7.083333,-0.147109,,,,,,
7.1,-0.142269,,,,,,
7.116667,-0.143378,,,,,,
7.133333,-0.141168,,,,,,
7.15,-0.137597,,,,,,
7.166667,-0.136517,,,,,,
7.183333,-0.133256,,,,,,
7.2,-0.132966,,,,,,
7.216667,-0.133785,,,,,,
7.233333,-0.134055,,,,,,
7.25,-0.133764,,,,,,
7.266667,-0.131634,,,,,,
7.283333,-0.129814,,,,,,
7.3,-0.130796,,,,,,
7.316667,-0.129507,,,,,,
7.333333,-0.129359,,,,,,
7.35,-0.12571,,,,,,
7.366667,-0.123642,,,,,,
7.383333,-0.121864,,,,,,
7.4,-0.120265,,,,,,
7.416667,-0.118837,,,,,,
7.433333,-0.117598,,,,,,
7.45,-0.11555,,,,,,
7.466667,-0.114882,,,,,,
7.483333,-0.110983,,,,,,
7.5,-0.111955,,,,,,
7.516667,-0.113666,,,,,,
7.533333,-0.110078,,,,,,
7.55,-0.10934,,,,,,
7.566667,-0.109091,,,,,,
7.583333,-0.110183,,,,,,
7.6,-0.104724,,,,,,
7.616667,-0.100036,,,,,,
7.633333,-0.102518,,,,,,
7.65,-0.101119,,,,,,
7.666667,-0.100871,,,,,,
7.683333,-0.099822,,,,,,
7.7,-0.096374,,,,,,
7.716667,-0.095335,,,,,,
7.733333,-0.095347,,,,,,
7.75,-0.092869,,,,,,
7.766667,-0.09116,,,,,,
7.783333,-0.091622,,,,,,
7.8,-0.090794,,,,,,
7.816667,-0.091008,,,,,,
7.833333,-0.088482,,,,,,
7.85,-0.086795,,,,,,
7.866667,-0.085299,,,,,,
7.883333,-0.084112,,,,,,
7.9,-0.082876,,,,,,
7.916667,-0.083739,,,,,,
7.933333,-0.086703,,,,,,
7.95,-0.086416,,,,,,
7.966667,-0.08012,,,,,,
7.983333,-0.082894,,,,,,
8,-0.082737,,,,,,
8.016667,-0.078281,,,,,,
8.033333,-0.078134,,,,,,
8.05,-0.074078,,,,,,
8.066667,-0.074221,,,,,,
8.083333,-0.073915,,,,,,
8.1,-0.076668,,,,,,
8.116667,-0.073352,,,,,,
8.133333,-0.073745,,,,,,
8.15,-0.072739,,,,,,
8.166667,-0.071883,,,,,,
8.183333,-0.073136,,,,,,
8.2,-0.06977,,,,,,
8.216667,-0.068203,,,,,,
8.233333,-0.067157,,,,,,
8.25,-0.06105,,,,,,
8.266667,-0.057604,,,,,,
8.283333,-0.061347,,,,,,
8.3,-0.062611,,,,,,
8.316667,-0.059576,,,,,,
8.333333,-0.060781,,,,,,
8.35,-0.060097,,,,,,
8.366667,-0.058692,,,,,,
8.383333,-0.059077,,,,,,
8.4,-0.061813,,,,,,
8.416667,-0.061848,,,,,,
8.433333,-0.057663,,,,,,
8.45,-0.059679,,,,,,
8.466667,-0.057704,,,,,,
8.483333,-0.05463,,,,,,
8.5,-0.052425,,,,,,
8.516667,-0.05502,,,,,,
8.533333,-0.053426,,,,,,
8.55,-0.052461,,,,,,
8.566667,-0.051896,,,,,,
8.583333,-0.053582,,,,,,
8.6,-0.050757,,,,,,
8.616667,-0.054053,,,,,,
8.633333,-0.050668,,,,,,
8.65,-0.051603,,,,,,
8.666667,-0.052309,,,,,,
8.683333,-0.048454,,,,,,
8.7,-0.046869,,,,,,
8.716667,-0.047045,,,,,,
8.733333,-0.04857,,,,,,
8.75,-0.048156,,,,,,
8.766667,-0.050261,,,,,,
8.783333,-0.048986,,,,,,
8.8,-0.045482,,,,,,
8.816667,-0.044097,,,,,,
8.833333,-0.044504,,,,,,
8.85,-0.046061,,,,,,
8.866667,-0.046018,,,,,,
8.883333,-0.044795,,,,,,
8.9,-0.046162,,,,,,
8.916667,-0.046389,,,,,,
8.933333,-0.042106,,,,,,
8.95,-0.040243,,,,,,
8.966667,-0.03873,,,,,,
8.983333,-0.039167,,,,,,
9,-0.039855,,,,,,
9.016667,-0.039982,,,,,,
9.033333,-0.040189,,,,,,
9.05,-0.039636,,,,,,
9.066667,-0.039293,,,,,,
9.083333,-0.03862,,,,,,
9.1,-0.038397,,,,,,
9.116667,-0.038574,,,,,,
9.133333,-0.038661,,,,,,
9.15,-0.038098,,,,,,
9.166667,-0.037785,,,,,,
9.183333,-0.037332,,,,,,
9.2,-0.037449,,,,,,
9.216667,-0.037236,,,,,,
9.233333,-0.036934,,,,,,
9.25,-0.036431,,,,,,
9.266667,-0.035688,,,,,,
9.283333,-0.034775,,,,,,
9.3,-0.033652,,,,,,
9.316667,-0.032259,,,,,,
9.333333,-0.030476,,,,,,
9.35,-0.029295,,,,,,
9.366667,-0.028293,,,,,,
9.383333,-0.027592,,,,,,
9.4,-0.0266,,,,,,
9.416667,-0.025049,,,,,,
9.433333,-0.023468,,,,,,
9.45,-0.022116,,,,,,
9.466667,-0.020875,,,,,,
9.483333,-0.019954,,,,,,
9.5,-0.018762,,,,,,
9.516667,-0.018151,,,,,,
9.533333,-0.017339,,,,,,
9.55,-0.016378,,,,,,
9.566667,-0.015817,,,,,,
9.583333,-0.015095,,,,,,
9.6,-0.014374,,,,,,
9.616667,-0.013573,,,,,,
9.633333,-0.012781,,,,,,
9.65,-0.01225,,,,,,
9.666667,-0.011858,,,,,,
9.683333,-0.011557,,,,,,
9.7,-0.010916,,,,,,
9.716667,-0.010304,,,,,,
9.733333,-0.010103,,,,,,
9.75,-0.009682,,,,,,
9.766667,-0.00871,,,,,,
9.783333,-0.007949,,,,,,
9.8,-0.007557,,,,,,
9.816667,-0.007156,,,,,,
9.833333,-0.006325,,,,,,
9.85,-0.005744,,,,,,
9.866667,-0.005314,,,,,,
9.883333,-0.005304,,,,,,
9.9,-0.005304,,,,,,
9.916667,-0.005114,,,,,,
9.933333,-0.004894,,,,,,
9.95,-0.004464,,,,,,
9.966667,-0.004034,,,,,,
9.983333,-0.003974,,,,,,
10,-0.003824,,,,,,
10.016667,-0.003944,,,,,,
10.033333,-0.003984,,,,,,
10.05,-0.004054,,,,,,
10.066667,-0.004024,,,,,,
10.083333,-0.003774,,,,,,
10.1,-0.003774,,,,,,
10.116667,-0.003744,,,,,,
10.133333,-0.003505,,,,,,
10.15,-0.003455,,,,,,
10.166667,-0.003445,,,,,,
10.183333,-0.003225,,,,,,
10.2,-0.002885,,,,,,
10.216667,-0.002855,,,,,,
10.233333,-0.003005,,,,,,
10.25,-0.003025,,,,,,
10.266667,-0.003075,,,,,,
10.283333,-0.003165,,,,,,
10.3,-0.002855,,,,,,
10.316667,-0.002605,,,,,,
10.333333,-0.002435,,,,,,
10.35,-0.002485,,,,,,
10.366667,-0.002266,,,,,,
10.383333,-0.001907,,,,,,
10.4,-0.001598,,,,,,
10.416667,-0.00118,,,,,,
10.433333,-0.000651,,,,,,
10.45,-0.000822,,,,,,
10.466667,-0.001124,,,,,,
10.483333,-0.001195,,,,,,
10.5,-0.001187,,,,,,
10.516667,-0.000558,,,,,,
10.533333,-0.000439,,,,,,
10.55,-0.000561,,,,,,
10.566667,-0.001052,,,,,,
10.583333,-0.001463,,,,,,
10.6,-0.001535,,,,,,
10.616667,-0.001076,,,,,,
10.633333,-0.000917,,,,,,
10.65,-0.001099,,,,,,
10.666667,-0.00137,,,,,,
10.683333,-0.001851,,,,,,
10.7,-0.001723,,,,,,
10.716667,-0.001514,,,,,,
10.733333,-0.001595,,,,,,
10.75,-0.001617,,,,,,
10.766667,-0.001398,,,,,,
10.783333,-0.001159,,,,,,
10.8,-0.001031,,,,,,
10.816667,-0.000852,,,,,,
10.833333,-0.000583,,,,,,
10.85,-0.000365,,,,,,
10.866667,-0.000206,,,,,,
10.883333,-0.000258,,,,,,
10.9,-0.000621,,,,,,
10.916667,-0.000733,,,,,,
10.933333,-0.000676,,,,,,
10.95,-0.000698,,,,,,
10.966667,-0.000621,,,,,,
10.983333,-0.000503,,,,,,
11,-0.000336,,,,,,
11.016667,-0.000098,,,,,,
11.033333,-0.000011,,,,,,
11.05,0.000067,,,,,,
11.066667,0.000204,,,,,,
11.083333,0.000382,,,,,,
11.1,0.000479,,,,,,
11.116667,0.000437,,,,,,
11.133333,0.000494,,,,,,
11.15,0.000482,,,,,,
11.166667,0.000559,,,,,,
11.183333,0.000657,,,,,,
11.2,0.000854,,,,,,
11.216667,0.001262,,,,,,
11.233333,0.001469,,,,,,
11.25,0.001517,,,,,,
11.266667,0.001634,,,,,,
11.283333,0.001812,,,,,,
11.3,0.001949,,,,,,
11.316667,0.002067,,,,,,
11.333333,0.001904,,,,,,
11.35,0.001822,,,,,,
11.366667,0.001799,,,,,,
11.383333,0.001517,,,,,,
11.4,0.001343,,,,,,
11.416667,0.00116,,,,,,
11.433333,0.001166,,,,,,
11.45,0.001233,,,,,,
11.466667,0.001219,,,,,,
11.483333,0.001026,,,,,,
11.5,0.001092,,,,,,
11.516667,0.000999,,,,,,
11.533333,0.000865,,,,,,
11.55,0.000592,,,,,,
11.566667,0.000328,,,,,,
11.583333,0.000104,,,,,,
11.6,-0.000209,,,,,,
11.616667,-0.000453,,,,,,
11.633333,-0.000466,,,,,,
11.65,-0.00052,,,,,,
11.666667,-0.000523,,,,,,
11.683333,-0.000477,,,,,,
11.7,-0.00044,,,,,,
11.716667,-0.000554,,,,,,
11.733333,-0.000747,,,,,,
11.75,-0.000811,,,,,,
11.766667,-0.000744,,,,,,
11.783333,-0.000888,,,,,,
11.8,-0.000972,,,,,,
11.816667,-0.001095,,,,,,
11.833333,-0.001179,,,,,,
11.85,-0.001182,,,,,,
11.866667,-0.000896,,,,,,
11.883333,-0.000739,,,,,,
11.9,-0.000903,,,,,,
11.916667,-0.000787,,,,,,
11.933333,-0.000522,,,,,,
11.95,-0.000296,,,,,,
11.966667,0,,,,,,
11.983333,0.000255,,,,,,
12,0.000521,,,,,,
12.016667,0.000846,,,,,,
12.033333,0.001312,,,,,,
12.05,0.001337,,,,,,
12.066667,0.001383,,,,,,
12.083333,0.001699,,,,,,
12.1,0.001954,,,,,,
12.116667,0.00199,,,,,,
12.133333,0.002145,,,,,,
12.15,0.002331,,,,,,
12.166667,0.002266,,,,,,
12.183333,0.002682,,,,,,
12.2,0.002958,,,,,,
12.216667,0.003123,,,,,,
12.233333,0.003219,,,,,,
12.25,0.003074,,,,,,
12.266667,0.00292,,,,,,
12.283333,0.002725,,,,,,
12.3,0.002691,,,,,,
12.316667,0.002546,,,,,,
12.333333,0.002592,,,,,,
12.35,0.002488,,,,,,
12.366667,0.002343,,,,,,
12.383333,0.002459,,,,,,
12.4,0.002544,,,,,,
12.416667,0.00242,,,,,,
12.433333,0.002315,,,,,,
12.45,0.002219,,,,,,
12.466667,0.002124,,,,,,
12.483333,0.002109,,,,,,
12.5,0.002174,,,,,,
12.516667,0.001979,,,,,,
12.533333,0.001923,,,,,,
12.55,0.001888,,,,,,
12.566667,0.001743,,,,,,
12.583333,0.001668,,,,,,
12.6,0.001723,,,,,,
12.616667,0.001797,,,,,,
12.633333,0.001852,,,,,,
12.65,0.001887,,,,,,
12.666667,0.001842,,,,,,
12.683333,0.001887,,,,,,
12.7,0.001811,,,,,,
12.716667,0.001696,,,,,,
12.733333,0.001801,,,,,,
12.75,0.001986,,,,,,
12.766667,0.001971,,,,,,
12.783333,0.002225,,,,,,
12.8,0.00216,,,,,,
12.816667,0.002065,,,,,,
12.833333,0.00201,,,,,,
12.85,0.001935,,,,,,
12.866667,0.001949,,,,,,
12.883333,0.001764,,,,,,
12.9,0.001939,,,,,,
12.916667,0.001734,,,,,,
12.933333,0.001519,,,,,,
12.95,0.001283,,,,,,
12.966667,0.001087,,,,,,
12.983333,0.001021,,,,,,
13,0.000965,,,,,,
13.016667,0.000789,,,,,,
13.033333,0.000664,,,,,,
13.05,0.000848,,,,,,
13.066667,0.000862,,,,,,
13.083333,0.000956,,,,,,
13.1,0.00122,,,,,,
13.116667,0.001474,,,,,,
13.133333,0.001509,,,,,,
13.15,0.001583,,,,,,
13.166667,0.001637,,,,,,
13.183333,0.001731,,,,,,
13.2,0.002035,,,,,,
13.216667,0.002339,,,,,,
13.233333,0.002544,,,,,,
13.25,0.002438,,,,,,
13.266667,0.002402,,,,,,
13.283333,0.002746,,,,,,
13.3,0.00292,,,,,,
13.316667,0.002994,,,,,,
13.333333,0.003159,,,,,,
13.35,0.003223,,,,,,
13.366667,0.003177,,,,,,
13.383333,0.002841,,,,,,
13.4,0.002715,,,,,,
13.416667,0.00255,,,,,,
13.433333,0.002414,,,,,,
13.45,0.002428,,,,,,
13.466667,0.002101,,,,,,
13.483333,0.002065,,,,,,
13.5,0.001919,,,,,,
13.516667,0.002252,,,,,,
13.533333,0.002216,,,,,,
13.55,0.00203,,,,,,
13.566667,0.001483,,,,,,
13.583333,0.001457,,,,,,
13.6,0.001221,,,,,,
13.616667,0.000744,,,,,,
13.633333,0.000808,,,,,,
13.65,0.000832,,,,,,
13.666667,0.000675,,,,,,
13.683333,0.000599,,,,,,
13.7,0.000373,,,,,,
13.716667,0.000346,,,,,,
13.733333,0.00062,,,,,,
13.75,0.000944,,,,,,
13.766667,0.000737,,,,,,
13.783333,0.000711,,,,,,
13.8,0.001095,,,,,,
13.816667,0.001018,,,,,,
13.833333,0.000762,,,,,,
13.85,0.000846,,,,,,
13.866667,0.001159,,,,,,
13.883333,0.001453,,,,,,
13.9,0.001317,,,,,,
13.916667,0.00132,,,,,,
13.933333,0.001424,,,,,,
13.95,0.001408,,,,,,
13.966667,0.001341,,,,,,
13.983333,0.001495,,,,,,
14,0.001638,,,,,,
14.016667,0.001491,,,,,,
14.033333,0.001295,,,,,,
14.05,0.001118,,,,,,
14.066667,0.000991,,,,,,
14.083333,0.000984,,,,,,
14.1,0.000938,,,,,,
14.116667,0.000831,,,,,,
14.133333,0.000794,,,,,,
14.15,0.000938,,,,,,
14.166667,0.000861,,,,,,
14.183333,0.000554,,,,,,
14.2,0.000328,,,,,,
14.216667,0.000241,,,,,,
14.233333,0.000124,,,,,,
14.25,0.000128,,,,,,
