,time (s),DP(μcal/s)
280,105.0,-0.206162
281,106.0,-0.204835
282,107.0,-0.205477
283,108.0,-0.20951
284,109.0,-0.212702
285,110.0,-0.212375
286,111.0,-0.210018
287,112.0,-0.207423
288,113.0,-0.203811
289,114.0,-0.205619
290,115.0,-0.205396
291,116.0,-0.204094
292,117.0,-0.206842
293,118.0,-0.20871
294,119.0,-0.208428
295,120.0,-0.208596
296,121.0,-0.207654
297,122.0,-0.203651
298,123.0,-0.204229
299,124.0,-0.208167
300,125.0,-0.205245
301,126.0,-0.207173
302,127.0,-0.207161
303,128.0,-0.207769
304,129.0,-0.206797
305,130.0,-0.204504
306,131.0,-0.205352
307,132.0,-0.2042
308,133.0,-0.203518
309,134.0,-0.204656
310,135.0,-0.206944
311,136.0,-0.205202
312,137.0,-0.20337
313,138.0,-0.204937
314,139.0,-0.199045
315,140.0,-0.197713
316,141.0,-0.199391
317,142.0,-0.197439
318,143.0,-0.195537
319,144.0,-0.193938
320,145.0,-0.188341
321,146.0,-0.186914
322,147.0,-0.183827
323,148.0,-0.18428
324,149.0,-0.180803
325,150.0,-0.175865
326,151.0,-0.172648
327,152.0,-0.165011
328,153.0,-0.156224
329,154.0,-0.149507
330,155.0,-0.14487
331,156.0,-0.140303
332,157.0,-0.135886
333,158.0,-0.126729
334,159.0,-0.118092
335,160.0,-0.112755
336,161.0,-0.109007
337,162.0,-0.10385
338,163.0,-0.099953
339,164.0,-0.096626
340,165.0,-0.094799
341,166.0,-0.087052
342,167.0,-0.084595
343,168.0,-0.081368
344,169.0,-0.078931
345,170.0,-0.076234
346,171.0,-0.070987
347,172.0,-0.067139
348,173.0,-0.063252
349,174.0,-0.061205
350,175.0,-0.063958
351,176.0,-0.062315
352,177.0,-0.056693
353,178.0,-0.05383
354,179.0,-0.052278
355,180.0,-0.051316
356,181.0,-0.049434
357,182.0,-0.047641
358,183.0,-0.045799
359,184.0,-0.045427
360,185.0,-0.045034
361,186.0,-0.044232
362,187.0,-0.04376
363,188.0,-0.042777
364,189.0,-0.041275
365,190.0,-0.039883
366,191.0,-0.039521
367,192.0,-0.038968
368,193.0,-0.038426
369,194.0,-0.037894
370,195.0,-0.037081
371,196.0,-0.036759
372,197.0,-0.036627
373,198.0,-0.035984
374,199.0,-0.034942
375,200.0,-0.03421
376,201.0,-0.033498
377,202.0,-0.033215
378,203.0,-0.033713
379,204.0,-0.033871
380,205.0,-0.033588
381,206.0,-0.032686
382,207.0,-0.032524
383,208.0,-0.032696
384,209.0,-0.031958
385,210.0,-0.02896
386,211.0,-0.028343
387,212.0,-0.028085
388,213.0,-0.027677
389,214.0,-0.027369
390,215.0,-0.026682
391,216.0,-0.026314
392,217.0,-0.026046
393,218.0,-0.026158
394,219.0,-0.025601
395,220.0,-0.025033
396,221.0,-0.024975
397,222.0,-0.024737
398,223.0,-0.024379
399,224.0,-0.024002
400,225.0,-0.023224
401,226.0,-0.022626
402,227.0,-0.022528
403,228.0,-0.021751
404,229.0,-0.021033
405,230.0,-0.020695
406,231.0,-0.020277
407,232.0,-0.01986
408,233.0,-0.019362
409,234.0,-0.019464
410,235.0,-0.018906
411,236.0,-0.018549
412,237.0,-0.018541
413,238.0,-0.018613
414,239.0,-0.018566
415,240.0,-0.018822
416,241.0,-0.019119
417,242.0,-0.018596
418,243.0,-0.018352
419,244.0,-0.018239
420,245.0,-0.018715
421,246.0,-0.018772
422,247.0,-0.018408
423,248.0,-0.017995
424,249.0,-0.017781
425,250.0,-0.017458
426,251.0,-0.017094
427,252.0,-0.016761
428,253.0,-0.016527
429,254.0,-0.016454
430,255.0,-0.01659
431,256.0,-0.016637
432,257.0,-0.016543
433,258.0,-0.01629
434,259.0,-0.015736
435,260.0,-0.015583
436,261.0,-0.015399
437,262.0,-0.015356
438,263.0,-0.015162
439,264.0,-0.014999
440,265.0,-0.014915
441,266.0,-0.014852
442,267.0,-0.014778
443,268.0,-0.014245
444,269.0,-0.013862
445,270.0,-0.013698
446,271.0,-0.013686
447,272.0,-0.013746
448,273.0,-0.014007
449,274.0,-0.014348
450,275.0,-0.014528
451,276.0,-0.014499
452,277.0,-0.014379
453,278.0,-0.01468
454,279.0,-0.01477
455,280.0,-0.014781
456,281.0,-0.014901
457,282.0,-0.014852
458,283.0,-0.014643
459,284.0,-0.014543
460,285.0,-0.014714
461,286.0,-0.014864
462,287.0,-0.015295
463,288.0,-0.015245
464,289.0,-0.014966
465,290.0,-0.014976
466,291.0,-0.014687
467,292.0,-0.014627
468,293.0,-0.014158
469,294.0,-0.013789
470,295.0,-0.013579
471,296.0,-0.01368
472,297.0,-0.01369
473,298.0,-0.013741
474,299.0,-0.013591
475,300.0,-0.013352
476,301.0,-0.013222
477,302.0,-0.012643
478,303.0,-0.012355
479,304.0,-0.01237
480,305.0,-0.012514
481,306.0,-0.012738
482,307.0,-0.012993
483,308.0,-0.012987
484,309.0,-0.013271
485,310.0,-0.013306
486,311.0,-0.01313
487,312.0,-0.013054
488,313.0,-0.013049
489,314.0,-0.013383
490,315.0,-0.013517
491,316.0,-0.013512
492,317.0,-0.013146
493,318.0,-0.01278
494,319.0,-0.012695
495,320.0,-0.012419
496,321.0,-0.012043
497,322.0,-0.011778
498,323.0,-0.011702
499,324.0,-0.011896
500,325.0,-0.011851
501,326.0,-0.011845
502,327.0,-0.012029
503,328.0,-0.011944
504,329.0,-0.011738
505,330.0,-0.011502
506,331.0,-0.011797
507,332.0,-0.012541
508,333.0,-0.013015
509,334.0,-0.01311
510,335.0,-0.013366
511,336.0,-0.013634
512,337.0,-0.013632
513,338.0,-0.01329
514,339.0,-0.012528
515,340.0,-0.012206
516,341.0,-0.012034
517,342.0,-0.011941
518,343.0,-0.012259
519,344.0,-0.012527
520,345.0,-0.012675
521,346.0,-0.012503
522,347.0,-0.012221
523,348.0,-0.011979
524,349.0,-0.012107
525,350.0,-0.012394
526,351.0,-0.012932
527,352.0,-0.01329
528,353.0,-0.013528
529,354.0,-0.013886
530,355.0,-0.014254
531,356.0,-0.014332
532,357.0,-0.014379
533,358.0,-0.014517
534,359.0,-0.014805
535,360.0,-0.014763
536,361.0,-0.014851
537,362.0,-0.014459
538,363.0,-0.014207
539,364.0,-0.014194
540,365.0,-0.013802
541,366.0,-0.0136
542,367.0,-0.013441
543,368.0,-0.013192
544,369.0,-0.012943
545,370.0,-0.012694
546,371.0,-0.012565
547,372.0,-0.012746
548,373.0,-0.012898
549,374.0,-0.012789
550,375.0,-0.01298
551,376.0,-0.013301
552,377.0,-0.013652
553,378.0,-0.014083
554,379.0,-0.014094
