,time (s),DP(μcal/s)
347,172.0,-0.150693
348,173.0,-0.149211
349,174.0,-0.153509
350,175.0,-0.148377
351,176.0,-0.149136
352,177.0,-0.146714
353,178.0,-0.141842
354,179.0,-0.142941
355,180.0,-0.142449
356,181.0,-0.137327
357,182.0,-0.138916
358,183.0,-0.139664
359,184.0,-0.135102
360,185.0,-0.133301
361,186.0,-0.129309
362,187.0,-0.126827
363,188.0,-0.122066
364,189.0,-0.122804
365,190.0,-0.124912
366,191.0,-0.12594
367,192.0,-0.122069
368,193.0,-0.118997
369,194.0,-0.117195
370,195.0,-0.118064
371,196.0,-0.115175
372,197.0,-0.115735
373,198.0,-0.113736
374,199.0,-0.113237
375,200.0,-0.110888
376,201.0,-0.111979
377,202.0,-0.10934
378,203.0,-0.1069
379,204.0,-0.105471
380,205.0,-0.106592
381,206.0,-0.105273
382,207.0,-0.102944
383,208.0,-0.098705
384,209.0,-0.099286
385,210.0,-0.098796
386,211.0,-0.097267
387,212.0,-0.097398
388,213.0,-0.096879
389,214.0,-0.09345
390,215.0,-0.091981
391,216.0,-0.090192
392,217.0,-0.089512
393,218.0,-0.089443
394,219.0,-0.089874
395,220.0,-0.088285
396,221.0,-0.088096
397,222.0,-0.083517
398,223.0,-0.080928
399,224.0,-0.080918
400,225.0,-0.081449
401,226.0,-0.07969
402,227.0,-0.079994
403,228.0,-0.078457
404,229.0,-0.08019
405,230.0,-0.078343
406,231.0,-0.070317
407,232.0,-0.06901
408,233.0,-0.072343
409,234.0,-0.072396
410,235.0,-0.07046
411,236.0,-0.066313
412,237.0,-0.063556
413,238.0,-0.063029
414,239.0,-0.063453
415,240.0,-0.062576
416,241.0,-0.060239
417,242.0,-0.061912
418,243.0,-0.060106
419,244.0,-0.058269
420,245.0,-0.059052
421,246.0,-0.058425
422,247.0,-0.056889
423,248.0,-0.056512
424,249.0,-0.056245
425,250.0,-0.056348
426,251.0,-0.055422
427,252.0,-0.053925
428,253.0,-0.052968
429,254.0,-0.051521
430,255.0,-0.050905
431,256.0,-0.050278
432,257.0,-0.049232
433,258.0,-0.048387
434,259.0,-0.047543
435,260.0,-0.046958
436,261.0,-0.046234
437,262.0,-0.045799
438,263.0,-0.045555
439,264.0,-0.044831
440,265.0,-0.044356
441,266.0,-0.043882
442,267.0,-0.043547
443,268.0,-0.042863
444,269.0,-0.042248
445,270.0,-0.041484
446,271.0,-0.041079
447,272.0,-0.040835
448,273.0,-0.04049
449,274.0,-0.040206
450,275.0,-0.039921
451,276.0,-0.039307
452,277.0,-0.038712
453,278.0,-0.038138
454,279.0,-0.037633
455,280.0,-0.036949
456,281.0,-0.036074
457,282.0,-0.03559
458,283.0,-0.035245
459,284.0,-0.034701
460,285.0,-0.034406
461,286.0,-0.034062
462,287.0,-0.033847
463,288.0,-0.033274
464,289.0,-0.032831
465,290.0,-0.032379
466,291.0,-0.032597
467,292.0,-0.032824
468,293.0,-0.032622
469,294.0,-0.032059
470,295.0,-0.031657
471,296.0,-0.031345
472,297.0,-0.030782
473,298.0,-0.03055
474,299.0,-0.030427
475,300.0,-0.029935
476,301.0,-0.029713
477,302.0,-0.02922
478,303.0,-0.028428
479,304.0,-0.027686
480,305.0,-0.027353
481,306.0,-0.026891
482,307.0,-0.026538
483,308.0,-0.026086
484,309.0,-0.025904
485,310.0,-0.025561
486,311.0,-0.025189
487,312.0,-0.025217
488,313.0,-0.025084
489,314.0,-0.024902
490,315.0,-0.024769
491,316.0,-0.024967
492,317.0,-0.024905
493,318.0,-0.024692
494,319.0,-0.024631
495,320.0,-0.024671
496,321.0,-0.02458
497,322.0,-0.02436
498,323.0,-0.0243
499,324.0,-0.024189
500,325.0,-0.023789
501,326.0,-0.023378
502,327.0,-0.023328
503,328.0,-0.022987
504,329.0,-0.022687
505,330.0,-0.022247
506,331.0,-0.022116
507,332.0,-0.022196
508,333.0,-0.022095
509,334.0,-0.021925
510,335.0,-0.021915
511,336.0,-0.021814
512,337.0,-0.021724
513,338.0,-0.021593
514,339.0,-0.021653
515,340.0,-0.021763
516,341.0,-0.021602
517,342.0,-0.021462
518,343.0,-0.021191
519,344.0,-0.021051
520,345.0,-0.02112
521,346.0,-0.02102
522,347.0,-0.02094
523,348.0,-0.021149
524,349.0,-0.021209
525,350.0,-0.02109
526,351.0,-0.020821
527,352.0,-0.020833
528,353.0,-0.020984
529,354.0,-0.020946
530,355.0,-0.020927
531,356.0,-0.021108
532,357.0,-0.02154
533,358.0,-0.021841
534,359.0,-0.021853
535,360.0,-0.021974
536,361.0,-0.022116
537,362.0,-0.022167
538,363.0,-0.021938
539,364.0,-0.0216
540,365.0,-0.021561
541,366.0,-0.021713
542,367.0,-0.021694
543,368.0,-0.021425
544,369.0,-0.021367
